Job Title,Job Ratings,time,JobStatus,Pros,Cons
Strategy & planning,4.0,"Jul 8, 2025",Former employee,"Grow and learn with some genuinely smart and capable folks
Prestige of working for the market leader
Stays innovative through some great external acquisitions
Good internal tools and work resources
Overall a supportive company culture","The 'old guard' of Cisco can be quite bureaucratic and political. You will discover that more innovative/more approachable/results driven leadership comes in from external acquisitions rather than long time senior employees.

After a certain point, growth heavily hinges on somebody senior 'sponsoring' you. Ergo, high performance on its own will not open doors at the upper middle to senior manager level.

It's a big company (~80K employees). Things can get lost."
Program manager,1.0,"May 7, 2025","Former employee, more than 10 years","As a Programme Manager at Cisco, my role involved school visits and leading the LittleBigAwards campaign.","I made the difficult decision to leave Cisco because I wanted to work in an environment where accessibility, inclusion, and opportunities for growth were prioritised. While I appreciated many aspects of the company, the lack of true disability inclusion and the ongoing uncertainty from constant reorganisations pushed me to seek a more supportive and empowering workplace."
Solutions engineer,4.0,"Aug 10, 2025","Current employee, more than 5 years",Great culture for the most part. I know it mainly depends on your team but most leaders aren’t terrible.,It sense like the powers that be don’t understand advertising and public sentiment
Software engineer,5.0,"Aug 4, 2025","Current employee, more than 1 year","Cisco offers a truly flexible hybrid work environment, which makes it easier to maintain a healthy work-life balance. The team I work with is incredibly supportive, collaborative, and open to new ideas. The culture promotes learning, growth, and inclusion. Leadership is approachable and transparent. Overall, it's a positive and empowering place to work.",None so far – I've had a great experience.
Operations manager,4.0,"Aug 5, 2025","Former employee, more than 10 years","* Agency to come up with the best solutions
* Great cross-team collaboration
* Talented people","* Bad leaders are left in place too long
* No path to higher roles
* Long hours
* Too many layoffs"
Data scientist,2.0,"Jul 18, 2025","Former employee, more than 1 year",Chill work life balance and long paternity leave if you need it.,"I felt it was a cost cutting place. 
Did not even have company sponsored team dinners and no one knows which direction to work on. Sort of like a ruder less ship.
It did not feel like a top IT place. It had a lot of very average people most of whom had only masters from only a few select colleges i.e. the ones that the seniors belonged to. Low level of tech expertise is needed and most higher level people didn't understand much advanced ML stuff. Much higher importance was given to visibility than actual innovation and being managers pet will take you a long way."
Regional sales manager,5.0,"Aug 12, 2025","Former employee, more than 8 years","Great people, trustworthy technology and stable",Nothing that I would specifically point out
Softwater engineer,4.0,"Aug 8, 2025","Current employee, more than 5 years","Good salary, most vacation days I've seen in the market, good people and no toxic work environment","Very demanding, management decisions are not always logical from developer point of view (taking on a lot of work while deveopment team is understaffed)"
Human resources,3.0,"Aug 12, 2025","Current employee, more than 3 years",People are collaborative. Nice culture.,Frequency of lay-offs are destabilizing
Sr. sales enablement manager,5.0,"Aug 10, 2025","Former employee, more than 8 years","Great benefits
Flexible 
Remote ok","Hard to get promoted 
Hard to get a raise"
Software engineer,3.0,"Aug 7, 2025",Current employee,"Good culture ( also depends on the team and manager)
Good WLB","Low quality engineers
some teams are bad
Leadership is clueless
Development is very slow due to lengthy processes which are not even automated"
Project manager,4.0,"Aug 10, 2025","Former employee, more than 5 years",Cooperate style with all related compensation,"too big to influence, a lot of politics"
Business operations analyst,5.0,"Jul 23, 2025","Former employee, more than 10 years","Established organisation and all basic needs at its best
Work environment world class
Dream job for anyone","About Immediate Mgr
1.Hypocrisy at the core 
2.Groupism and no transparency 
3.Hardwork bears NO  fruit if you don't fall in that group
About Sr Management 
1. More focused with Team Mgr and not team members"
Technical consulting engineer,3.0,"Jun 25, 2025","Current employee, more than 5 years","If you have experience and the necessary credentials, you will have plenty of work to do.","Don't expect genuine recognitions if you're a genuine and sincere hardworker. There are too many dead weights that hides behind bureaucracy and continues to move up. Once you reach a director level, you can hide and get rewarded for doing the minimum. While those that really take care of the customers are just swept under the rug. Too many silots, favortisms, and class based culture (don't want to mention name of those from that country wink wink). Last and foremost, not good spending all that money on Splunk acquisition. It will be like Celsius 2.0"
Solution architect,4.0,"Aug 7, 2025",Former employee,"Positive work environment with strong benefits and a focus on employee well-being. Additionally, Cisco is known for its global presence and commitment to social impact.","Frequent layoffs, particularly in middle and upper levels and high levels of stress."
Technical consulting engineer,5.0,"Aug 9, 2025","Current employee, more than 1 year","Supportive management
Flexible work options (remote/hybrid)
Strong emphasis on innovation
Inclusive and diverse workplace
Good benefits and compensation",This section is not applicable
Software engineer,5.0,"Aug 10, 2025",Former employee,Healthy environment and good colleagues,Hard to get leave and mc
Software engineer,4.0,"Jul 24, 2025","Current employee, more than 3 years","hydrid model of working,
in some projects worklife balance is missing","every year layoff tension on each team
missing work life balance in some projects.
intenal job shifiting also very critical"
Human resources,3.0,"Aug 12, 2025","Current employee, more than 3 years",People are collaborative. Nice culture.,Frequency of lay-offs are destabilizing
Sr. sales enablement manager,5.0,"Aug 10, 2025","Former employee, more than 8 years","Great benefits
Flexible 
Remote ok","Hard to get promoted 
Hard to get a raise"
Software engineer,3.0,"Aug 7, 2025",Current employee,"Good culture ( also depends on the team and manager)
Good WLB","Low quality engineers
some teams are bad
Leadership is clueless
Development is very slow due to lengthy processes which are not even automated"
Project manager,4.0,"Aug 10, 2025","Former employee, more than 5 years",Cooperate style with all related compensation,"too big to influence, a lot of politics"
Business operations analyst,5.0,"Jul 23, 2025","Former employee, more than 10 years","Established organisation and all basic needs at its best
Work environment world class
Dream job for anyone","About Immediate Mgr
1.Hypocrisy at the core 
2.Groupism and no transparency 
3.Hardwork bears NO  fruit if you don't fall in that group
About Sr Management 
1. More focused with Team Mgr and not team members"
Technical consulting engineer,3.0,"Jun 25, 2025","Current employee, more than 5 years","If you have experience and the necessary credentials, you will have plenty of work to do.","Don't expect genuine recognitions if you're a genuine and sincere hardworker. There are too many dead weights that hides behind bureaucracy and continues to move up. Once you reach a director level, you can hide and get rewarded for doing the minimum. While those that really take care of the customers are just swept under the rug. Too many silots, favortisms, and class based culture (don't want to mention name of those from that country wink wink). Last and foremost, not good spending all that money on Splunk acquisition. It will be like Celsius 2.0"
Solution architect,4.0,"Aug 7, 2025",Former employee,"Positive work environment with strong benefits and a focus on employee well-being. Additionally, Cisco is known for its global presence and commitment to social impact.","Frequent layoffs, particularly in middle and upper levels and high levels of stress."
Technical consulting engineer,5.0,"Aug 9, 2025","Current employee, more than 1 year","Supportive management
Flexible work options (remote/hybrid)
Strong emphasis on innovation
Inclusive and diverse workplace
Good benefits and compensation",This section is not applicable
Software engineer,5.0,"Aug 10, 2025",Former employee,Healthy environment and good colleagues,Hard to get leave and mc
Software engineer,4.0,"Jul 24, 2025","Current employee, more than 3 years","hydrid model of working,
in some projects worklife balance is missing","every year layoff tension on each team
missing work life balance in some projects.
intenal job shifiting also very critical"
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Locked job title,5.0,"Apr 25, 2025","Former employee, more than 1 year","This review is locked, to see it please log in",
Senior swe,2.0,"Aug 10, 2025",Current employee,"stable if you are ""meets the expectation""","No growth
career and technical"
Solutions engineer,4.0,"Aug 9, 2025",Current employee,Good pay and benefits and perks.,Lot of changes in the organisation every year.
Regional implementation coordinator,4.0,"Aug 5, 2025","Former employee, more than 3 years","It's a job, they pay you",They will work you 24/7 for the length of your contract and then dismiss you without even a Thanks for your time.
Anonymous employee,5.0,"Aug 9, 2025",Current employee,Growth opportunities and good leadership,Workload depending on team can be heavy
Software engineer,5.0,"Aug 6, 2025","Current employee, more than 3 years","Makes you want to stay here, because employees are empathetic","No Cons I see in the company, if you want to grow.. u need to work hard"
Software development engineer (sde),4.0,"Aug 9, 2025",Former employee,Good company to start with,not a very good work life balance
Software engineer,4.0,"Aug 9, 2025",Current employee,Good Company Better for Freshers,Sometimes it's culture becomes more working.
Senior product manager,5.0,"Aug 9, 2025","Former employee, more than 8 years","Collaborative culture
Amazing Sales team",Nothing bad to report out
Sr. software engineer,3.0,"Jul 7, 2025","Former employee, more than 5 years","- Work culture is good in most BUs
- Good number of activities to socialize and volunteer during office hours
- Market competitive salary & RSU","- Competition is eating away market share, Arista in switching, Juniper in Hyperscale cloud segment because of no vision management.
- Company management & HR overly focused on projecting good image outside or social media
- No vision or direction from management, most of them are from sales doesn't understand technology
- Plenty of hierarchy through management layers.
- And yes constant layoffs because of weak, incompetent management."
Software engineer,5.0,"Aug 6, 2025","Current employee, more than 1 year","offers a strong emphasis on work-life balance, ample growth opportunities, and competitive compensation.","Nothing as of now,It's good"
Anonymous employee,3.0,"Jul 7, 2025","Former employee, more than 8 years","- Work life balance if you spend few years and known how to work with system
- Fine Salary for survival 
- How boundaries are respected - depends only on your leader","- Work is not valued only show off is. You actually don't work, you have to work for your leaders
- Manager driven Orgs, If your manager wants can take the peace out of your life 
- Too much bias for people in circle"
Finance manager,5.0,"Aug 7, 2025","Former employee, more than 3 years","Flexible working, cross-functional teamwork, international teams",Work-life balance is difficult if you are a perfectionist
Sales representative,3.0,"Aug 2, 2025","Former employee, more than 5 years","- Great Benefits 
- Flexible Work 
- Company Vision","- Inexperienced people leaders 
- No management experience 
- Leadership makes the culture toxic 
- No career progression or personal development"
Software engineer,4.0,"Aug 7, 2025",Former employee,Lot of opportunities to grow,Not the best employer when it comes to salary
Senior software engineer,4.0,"Aug 7, 2025","Current employee, more than 5 years","WLB, santana row, easy commute, good culture","too many managers, no diversity"
Technical writer,4.0,"Aug 7, 2025",Current employee,Great team and peaceful work environment,Slow growth and monotonous work
Software engineer,4.0,"Aug 4, 2025","Current employee, more than 1 year","Great work life balance
Fun people and experiences",After some time learning is stagnant in most teams unless you switch teams which is very hard
Software engineer,5.0,"Aug 5, 2025","Current employee, more than 1 year",Flexible working hours and remote work options.,Slow Decision-Making and Complex Hierarchies
Senior power bi developer,4.0,"Aug 6, 2025",Current employee,"Good Culture, health insurance, mobile insurance",Growth opportunities are limited in the company
Solutions engineer,4.0,"Aug 6, 2025","Former employee, more than 5 years",Good work life balance and culture,limited exit opportunities out of the role
Project manager,4.0,"Aug 5, 2025",Former employee,Good work-life balance while working in Cisco,Can't think of any cons as of now
Technical program manager,4.0,"May 14, 2025","Current employee, more than 5 years","I have been at this place for 5 years and quite happy with it. So that should tell you something - but I have no new ""updates"" , Glassdoor. Give me a break. So: 

Absolutely fabulous work culture and they make sure the folks they hire fit into it. 
Great benefits. 
Good learning curve, albeit a bit slow. If you are looking for excitement, not the place for you- if you are looking for satisfaction, then it is.
Great work life balance and inclusive culture ( I say this as a woman)","For anyone actually reading: Not many cons to Cisco, just that leadership/ management is still a bit old school and ageist in my BU (AppD Observability) . Good people, but you better be 35+ to be taken seriously in a leadership role, even if your talent is recognised in other ways before that.
Also, not the best YoY increment compared to contemporaries."
Senior software engineer,5.0,"Aug 5, 2025",Current employee,"work life balance
great work",not that I can think of rn
Software engineer,5.0,"Aug 5, 2025","Current employee, more than 5 years",Work life balance good culture,Not much salary is somehow not matched with market
Anonymous employee,4.0,"Aug 6, 2025",Current employee,Very nice place to work,Low pay is a pain
Technical lead,2.0,"Mar 6, 2025","Current employee, more than 10 years","IF someone wants to move to people manager role. CISCO India is the best place to be.  people managers are desginated as  engineering managers , but when it comes  to technical cappabilties are pathetic. You just need one skill - micro management.  Have your numbers updated before higher management.","Beyond 10 years of experience. you will murder your techical carrier growth . There is now cutting edge technical work moving to india.  CISCO India Less 0.5% have any meaning ful growth.  These are the chosen onces by VP/ Director , who are given RSUs more oftern. RSUs distribution is always done in close doors and its opaque. you will not even know if a quarter has budget for that . Very few coming from external hired make a mark.

Worst thing is you will end up reporting to your buddy / colleague - or may be junior who chose to be people manager , than being in technical ( not even having management degrees) . No matter , the person could be technical background,  be even 50% of your capapbilities. But he is well oiled in the system .

Salaries for pure technical individual contributors can be compared by service companies once you complete 5 years of normalization."
Customer project manager,4.0,"Aug 4, 2025",Current employee,good benefits and vesatility during emergencies,cross functional company in which easy that people lose ownership
Team leader,2.0,"Jul 25, 2025","Current employee, less than 1 year","Vacation Time Off - paid time off with no limit to how many days you can take.
Remote - no forced RTO","Unwelcoming, untrusting, disregards years of experience for new employees. People I work with are fake nice, too many meetings, slow to make decisions, decisions made on feelings and not data."
Software engineer ii,3.0,"Jul 22, 2025","Former employee, more than 3 years","Really wonderful teammates throughout the world (ofc this depends on your team, but I had a wonderful experience) including manager and seniors. Work life balance was great. Everyone was very good at helping each other",Layoffs and pay low compared to the rest of the industry in US
Software engineer,4.0,"Aug 4, 2025","Current employee, less than 1 year","Good work life balance 
Good food
Good work culture","Less opportunity to grow
Few bad manager"
Software engineer,4.0,"Jul 30, 2025","Current employee, more than 1 year",Good WLB. Good Team. Good Managers as Human.,"Slow Promotion and Less Hike at Entry level. For senior level, It is really good."
Network engineer,3.0,"Aug 4, 2025","Current employee, more than 3 years","Work Life Balance, Good Projects","Slow learning, slow promotion and hike"
India technical apprentice,5.0,"Jul 28, 2025","Former employee, more than 1 year",It will help you with industry ready and hands on experience in networking,No cons for this job.
Software engineer,4.0,"Aug 3, 2025","Current employee, more than 3 years",It's a good company with a nice work environement,Too much work on legacy products
Technical lead,5.0,"Jul 25, 2025","Current employee, more than 8 years","WFH and Work life balance
Good/Decent compensation. Good Car policy. Health care benfits.","Decent compensation and not up to the market standards
At times, there will be pressure due to attrition"
Data engineer,4.0,"Jul 29, 2025","Current employee, more than 1 year","Great work life balance
Everyone is lovely to work with","Slow growth potential
Will have to leave what is a great place to work at for a jump is compensation"
Account executive,5.0,"Aug 2, 2025",Current employee,"Supportive environment, opportunities to earn and develop","Highly competitive market, some internal friction"
Desktop analyst,4.0,"Aug 1, 2025","Former employee, more than 1 year","Good place to work, nice manager",No cons all were good some colleagues are jealous
Software engineer,5.0,"Aug 2, 2025","Current employee, less than 1 year",Good work life balance with good pay,"Nothing, just working on old tech"
Senior account executive,3.0,"Mar 21, 2025","Current employee, more than 10 years","Good social security
Good pension
Company car or payout if your role demands a car","No money to take out customers to treat them anymore a 50usd per person it maximum.
Not allowed to travel if there not is an upside on a deal to do this.
No base salary increase at all
Company car have same amount of money as since 15 years back....
Only one company team event per year, kick-off in Las Vegas
You can get kicked out anyday, management by fear from top
WAY to much middle manager that just collect statistic but not contribute in any deals.....
The good rating on ""best company to work for"" is just because all i so afraid to get laid off if they say anything not inline with what the company think...

If you are a MAN, don´t apply for a work then we only quote in women, perfect candiate is a women, 25 years old with no IT history......"
Consulting engineer,5.0,"Jul 30, 2025","Current employee, more than 8 years","compensation, work life balance, company culture","slow growth, need to have good people network to move internally"
Solutions enginner,4.0,"Jul 30, 2025",Current employee,Good benefits. Great team. Great products.,A con would be the level of disorganization is some parts of the business and massive layoffs
Receptionist,1.0,"Aug 7, 2025","Former employee, less than 1 year",Normal hourly pay nothing special,Very weird separated environment you won’t be respected unless you work upstairs in the offices
Sales manager,5.0,"Jul 25, 2025","Current employee, more than 10 years","Lovely company, professional, great training, great employee care, pays well and lovely benefits.",There are none - it is truly a great company to work for if you can get in.
Cyber security engineer,4.0,"Jul 30, 2025","Former employee, more than 8 years","Lots of possibilites, various technologies","Difficult to grow in your field, since you become a technology generalist."
Cse,4.0,"Jul 31, 2025","Former employee, more than 3 years","leading technology, good benefit, friendly colleagues",no i can think of
Software engineer,2.0,"Jul 12, 2025",Current employee,Policies on paper are good.,"The management is old fashioned with scope of innovation in the team. If anyone talks about innovation, they are targeted or put on pip or fired. The new managers are ruining the culture. A bunch of oldies feeding their egos. Layoffs every 6 months will give you mental health issues."
Engineering program manager,5.0,"Jul 24, 2025","Current employee, more than 8 years","Work life balance, as a high performer you're rewarded, at least with stock in my experience.","Lay offs, they do seem stingy with direct salary increases, though my stock awards feel generous."
Program manager,4.0,"Jul 25, 2025","Former employee, more than 10 years","Investment in people’s development 
Work life balance 
Opportunities to travel the world 
Great learning ground","Processes are cumbersome as you can imagine
Learning to adapt to modern world"
Account manager,5.0,"Jul 28, 2025","Former employee, more than 3 years",Good culture and great people I worked with. Very skilled engineers and leadership.,Sometimes difficult to progress within a role.
Sales,5.0,"Jul 30, 2025","Former employee, more than 1 year",overall good and good work environment,during covid we did remote work so little internal communication
Software engineer,5.0,"Jul 28, 2025","Former employee, more than 3 years","- learning opportunities 
- helpful managers
- useful feedback from seniors engineers",They are working on older version of java (11)
Software engineer,5.0,"Jul 26, 2025",Current employee,Good work culture and work-life balance.,Org restructuring can result in job cuts.
Director,4.0,"Jul 31, 2025","Current employee, more than 10 years","Work/Life balance
Recognition
Good pay","Large company 
Difficult to move up"
Network development engineer,5.0,"Jul 10, 2025","Current employee, more than 1 year","Supportive and collaborative team

Flexible working hours / Remote options

Good work-life balance

Opportunities for learning and growth

Access to latest technologies

Encouraging leadership / good mentorship

Transparent communication

Great company culture

Recognition and rewards for hard work","Micromanagement from leadership

Slow decision-making process

Limited career advancement opportunities

Workload imbalance / long hours during peak

Poor work-life balance in some teams

Lack of proper onboarding for new joiners

Favoritism or office politics

Outdated tools or processes"
Technical lead,4.0,"Jul 29, 2025","Current employee, more than 8 years","descent salary (but not pay master etc)
good work life balance",iteration and often lay offs
Financial anlayst,5.0,"Jul 29, 2025","Current employee, more than 1 year",big company so hard to work your way up,great work life balance and mental health!
Account executive,5.0,"Jul 18, 2025","Current employee, more than 5 years","work life balance is unmatched anywhere else. If you have a good leader, comes with full autonomy to manage own schedule. Expense budgets are generous","Depending on what segment you're in, priorities can often change quickly, ie. not enough time to implement sales motions."
Software engineer ii in test,5.0,"Jul 30, 2025",Former employee,work life balance at cisco,nothing to be mentioned at cisco
Sre trainee,3.0,"Jul 19, 2025","Current employee, less than 1 year","Slow work
Good pay 
Good campus",Everything is conn right from managers leaders all do nothing just rakes pto and comp off and blah make appreciate work and give high pay to interns who literally do nothing
Senior account manager,4.0,"Jul 30, 2025","Former employee, more than 1 year","Nice culture, good people, good perks",None that i can think of
Senior product manager,4.0,"Jul 8, 2025",Current employee,Great environment to work and to grow. Lot of opportunities,"Just like many other tech companies, if you stay longer, you’ll be underpaid compared to market. Promotions are political, better to leave and come back at a higher grade in 1-2 years"
Virtual partner account manager,4.0,"Jul 23, 2025","Former employee, more than 1 year","Good salary package, retirement plans and benefits
Flexible work environment
Continuous learning and overseas travel opportunities",Need to work under pressure all the time with lots of tight schedule and KPIs
Sdet3,4.0,"Jul 29, 2025","Current employee, more than 8 years","cab, good work life balance","layoff every 6 months
not a paymaster"
Product manager intern,5.0,"Jul 22, 2025","Current employee, less than 1 year","Cisco is supportive in your journey and helps people early in their career, but doesn’t seem to be growing all that fast.",Doesn’t seem to be growing all that fast
Product manager,5.0,"Jul 29, 2025","Current employee, more than 3 years",Good place to work. Good team,none that i have so far
Business analyst,4.0,"Jul 29, 2025","Former employee, more than 3 years","Nice culture, many internal initiatives","frequent lay offs, unclear promotion path"
